latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
19.67532,-103.37382,298.63,0.53,0.5,2025-01-18,802,N,VIIRS,n,2.0NRT,286.39,0.88,N
19.75629,-105.25448,309.76,0.35,0.57,2025-01-18,802,N,VIIRS,n,2.0NRT,287.47,1.17,N
19.75708,-105.25186,309.25,0.35,0.57,2025-01-18,802,N,VIIRS,n,2.0NRT,288.06,1,N
19.75745,-105.25525,299.08,0.35,0.57,2025-01-18,802,N,VIIRS,n,2.0NRT,287.47,0.98,N
19.76754,-99.19048,300.72,0.46,0.39,2025-01-18,802,N,VIIRS,n,2.0NRT,280.1,0.68,N
19.92249,-99.37643,313.35,0.47,0.4,2025-01-18,802,N,VIIRS,n,2.0NRT,280.96,2.12,N
19.92612,-99.37587,336.4,0.47,0.4,2025-01-18,802,N,VIIRS,n,2.0NRT,282.76,4.29,N
19.99687,-99.21223,298.25,0.46,0.39,2025-01-18,802,N,VIIRS,n,2.0NRT,284.3,0.92,N
20.03066,-99.27023,305.7,0.46,0.39,2025-01-18,802,N,VIIRS,n,2.0NRT,282.11,0.54,N
20.04825,-99.29044,334.4,0.47,0.39,2025-01-18,802,N,VIIRS,n,2.0NRT,286.44,9.83,N
20.05003,-99.27648,300.37,0.47,0.39,2025-01-18,802,N,VIIRS,n,2.0NRT,287.17,1.22,N
20.05189,-99.28989,310.37,0.47,0.39,2025-01-18,802,N,VIIRS,n,2.0NRT,284.4,2.16,N
20.1388,-104.64937,320.37,0.32,0.55,2025-01-18,802,N,VIIRS,n,2.0NRT,275.67,1.33,N
20.38364,-99.68993,310.08,0.49,0.4,2025-01-18,802,N,VIIRS,n,2.0NRT,285.11,2,N
20.46643,-103.35477,347.31,0.54,0.51,2025-01-18,802,N,VIIRS,n,2.0NRT,284.7,5.41,N
20.47111,-103.35414,304.08,0.54,0.51,2025-01-18,802,N,VIIRS,n,2.0NRT,283.31,5.41,N
20.49067,-97.53764,300.37,0.41,0.37,2025-01-18,802,N,VIIRS,n,2.0NRT,288.32,0.24,N
20.51671,-97.47892,300.69,0.4,0.37,2025-01-18,802,N,VIIRS,n,2.0NRT,288.52,0.3,N
20.52096,-100.92558,298.27,0.38,0.43,2025-01-18,802,N,VIIRS,n,2.0NRT,286.72,1.12,N
20.52497,-100.925,328.75,0.38,0.43,2025-01-18,802,N,VIIRS,n,2.0NRT,286.95,2.57,N
20.52564,-100.92213,313.66,0.38,0.43,2025-01-18,802,N,VIIRS,n,2.0NRT,285.79,1.64,N
20.52609,-100.92581,303.69,0.38,0.43,2025-01-18,802,N,VIIRS,n,2.0NRT,284.1,1.98,N
20.57681,-101.17066,330.66,0.4,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,284.92,4.82,N
20.57728,-101.17447,337.72,0.4,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,286.24,4.82,N
20.58088,-101.17007,302.69,0.4,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,285.34,1.49,N
20.58135,-101.17388,314.55,0.4,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,287.9,1.49,N
20.58357,-101.25961,308.11,0.4,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,281.09,2.71,N
20.58589,-101.17712,302.47,0.4,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,289.64,1.93,N
20.58766,-101.25903,337.63,0.4,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,285.56,2.71,N
20.60068,-103.34545,300.85,0.54,0.51,2025-01-18,802,N,VIIRS,n,2.0NRT,285.04,1.31,N
20.60204,-103.34422,300.56,0.54,0.51,2025-01-18,802,N,VIIRS,n,2.0NRT,285.78,0.98,N
20.68547,-101.0481,295.44,0.39,0.44,2025-01-18,802,N,VIIRS,n,2.0NRT,279.15,0.46,N
20.92933,-101.78159,303.2,0.44,0.46,2025-01-18,802,N,VIIRS,n,2.0NRT,282.81,1.21,N
20.94158,-102.02596,308.84,0.45,0.47,2025-01-18,802,N,VIIRS,n,2.0NRT,282.16,0.82,N
54.15609,-108.2835,321.59,0.39,0.36,2025-01-18,932,N,VIIRS,n,2.0NRT,254.71,3.91,N
56.22294,-118.27621,342.82,0.41,0.45,2025-01-18,932,N,VIIRS,n,2.0NRT,252.2,7.31,N
48.88684,-122.73903,296.17,0.51,0.5,2025-01-18,934,N,VIIRS,n,2.0NRT,276.42,1.85,N
50.76047,-120.07344,326.02,0.41,0.45,2025-01-18,934,N,VIIRS,n,2.0NRT,264.24,3.15,N
50.81023,-119.40737,305.7,0.39,0.44,2025-01-18,934,N,VIIRS,n,2.0NRT,265.91,0.6,N
50.98532,-118.27362,325.49,0.53,0.42,2025-01-18,934,N,VIIRS,n,2.0NRT,265.99,4.36,N
53.79152,-110.11198,349.73,0.38,0.36,2025-01-18,934,N,VIIRS,n,2.0NRT,251.16,5.25,N
53.79242,-110.11771,334.37,0.38,0.36,2025-01-18,934,N,VIIRS,n,2.0NRT,246.86,5.25,N
54.04812,-118.79115,323.82,0.4,0.44,2025-01-18,934,N,VIIRS,n,2.0NRT,249.68,7.51,N
42.48742,-121.83657,318.07,0.4,0.44,2025-01-18,936,N,VIIRS,n,2.0NRT,265.17,3.03,N
43.15823,-124.14626,295.82,0.53,0.5,2025-01-18,936,N,VIIRS,n,2.0NRT,273.59,0.91,N
44.4802,-119.93487,322.54,0.52,0.42,2025-01-18,936,N,VIIRS,n,2.0NRT,264.75,6.76,N
45.82836,-121.46814,317.79,0.42,0.45,2025-01-18,936,N,VIIRS,n,2.0NRT,269.73,1.77,N
45.82843,-121.46918,318.4,0.42,0.45,2025-01-18,936,N,VIIRS,n,2.0NRT,270,1.61,N
45.99885,-123.35352,322.59,0.51,0.5,2025-01-18,936,N,VIIRS,n,2.0NRT,272.29,2.7,N
46.29681,-119.9248,298.44,0.55,0.42,2025-01-18,936,N,VIIRS,n,2.0NRT,268.07,1.2,N
47.46906,-122.04913,310.21,0.46,0.47,2025-01-18,936,N,VIIRS,n,2.0NRT,268.59,1.61,N
47.4704,-122.05032,308.51,0.46,0.47,2025-01-18,936,N,VIIRS,n,2.0NRT,269.2,1.35,N
47.56727,-122.3447,304.25,0.48,0.48,2025-01-18,936,N,VIIRS,n,2.0NRT,273.81,1.27,N
47.56917,-122.37029,299.92,0.48,0.48,2025-01-18,936,N,VIIRS,n,2.0NRT,272.05,1.21,N
31.28812,-103.67271,305.88,0.6,0.71,2025-01-18,938,N,VIIRS,n,2.0NRT,277.9,1.4,N
31.37211,-103.67458,295.22,0.6,0.7,2025-01-18,938,N,VIIRS,n,2.0NRT,276.68,0.53,N
31.78185,-103.28385,304.67,0.61,0.71,2025-01-18,938,N,VIIRS,n,2.0NRT,273.42,0.84,N
32.2129,-101.86036,312,0.71,0.75,2025-01-18,938,N,VIIRS,n,2.0NRT,274.52,2.39,N
32.45792,-101.47212,309.98,0.73,0.76,2025-01-18,938,N,VIIRS,n,2.0NRT,273.31,1.9,N
32.46048,-101.47372,297.22,0.73,0.76,2025-01-18,938,N,VIIRS,n,2.0NRT,272.79,2.5,N
33.41908,-110.86163,299.84,0.43,0.46,2025-01-18,938,N,VIIRS,n,2.0NRT,275.67,0.93,N
33.61367,-117.82328,307.59,0.38,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,279.84,1.06,N
34.03612,-118.10355,297.25,0.39,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,279.64,0.23,N
34.29275,-118.80077,313.53,0.39,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,276.65,1.37,N
34.32081,-118.51097,297.17,0.39,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,277.42,0.47,N
34.35527,-116.85105,305.02,0.39,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,276.26,0.88,N
34.42999,-118.6451,316.4,0.39,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,275.82,1.57,N
34.60939,-117.3375,303.08,0.38,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,276.41,1.06,N
34.62317,-117.10149,308.84,0.38,0.36,2025-01-18,938,N,VIIRS,n,2.0NRT,274.93,1.3,N
35.51675,-113.31382,305.52,0.46,0.39,2025-01-18,938,N,VIIRS,n,2.0NRT,265.94,1.48,N
36.3821,-114.8765,300.12,0.4,0.37,2025-01-18,938,N,VIIRS,n,2.0NRT,270.98,0.72,N
39.62003,-119.26281,304.24,0.44,0.38,2025-01-18,938,N,VIIRS,n,2.0NRT,270.02,1.22,N
39.92199,-122.26337,311.26,0.39,0.44,2025-01-18,938,N,VIIRS,n,2.0NRT,275.86,1.42,N
40.32682,-121.0752,310.57,0.53,0.42,2025-01-18,938,N,VIIRS,n,2.0NRT,264.71,1.93,N
23.3133,-106.3726,305.79,0.65,0.73,2025-01-18,941,N,VIIRS,n,2.0NRT,283.06,2.05,N
23.31482,-106.37867,307.38,0.65,0.73,2025-01-18,941,N,VIIRS,n,2.0NRT,282.83,2.31,N
23.31634,-106.37211,304.66,0.65,0.73,2025-01-18,941,N,VIIRS,n,2.0NRT,282.73,1.78,N
23.31788,-106.37812,299.32,0.65,0.73,2025-01-18,941,N,VIIRS,n,2.0NRT,282.33,1.78,N
27.38874,-112.30825,305.92,0.47,0.48,2025-01-18,941,N,VIIRS,n,2.0NRT,282.68,1.23,N
28.6886,-106.08789,299.91,0.51,0.66,2025-01-18,941,N,VIIRS,n,2.0NRT,276.69,1.43,N
28.68907,-106.08665,298.31,0.51,0.66,2025-01-18,941,N,VIIRS,n,2.0NRT,276.11,0.75,N
28.92999,-110.82633,295.58,0.53,0.5,2025-01-18,941,N,VIIRS,n,2.0NRT,279.49,1.04,N
30.49549,-109.63098,309.01,0.58,0.52,2025-01-18,941,N,VIIRS,n,2.0NRT,272.77,3.15,N
31.18645,-108.21651,301.61,0.34,0.56,2025-01-18,941,N,VIIRS,n,2.0NRT,269.67,1.17,N
31.19146,-108.21487,297.33,0.34,0.56,2025-01-18,941,N,VIIRS,n,2.0NRT,270.03,0.41,N
31.6556,-116.26334,296.53,0.41,0.37,2025-01-18,941,N,VIIRS,n,2.0NRT,274.16,0.62,N
31.84453,-116.58465,306.67,0.4,0.37,2025-01-18,941,N,VIIRS,n,2.0NRT,279.61,0.95,N
32.49937,-116.79003,300.97,0.39,0.36,2025-01-18,941,N,VIIRS,n,2.0NRT,276.67,0.84,N
32.50991,-116.77039,297.31,0.39,0.36,2025-01-18,941,N,VIIRS,n,2.0NRT,274.7,0.56,N
32.85839,-117.02795,303.16,0.39,0.36,2025-01-18,941,N,VIIRS,n,2.0NRT,276.18,0.85,N
57.00405,-111.4739,330.01,0.48,0.65,2025-01-18,1112,N,VIIRS,n,2.0NRT,246.65,2.6,N
50.98574,-118.27938,295.58,0.48,0.65,2025-01-18,1114,N,VIIRS,n,2.0NRT,265.45,0.79,N
54.04419,-118.79507,320.66,0.36,0.57,2025-01-18,1114,N,VIIRS,n,2.0NRT,252.12,4.58,N
54.88594,-118.78509,367,0.34,0.56,2025-01-18,1114,N,VIIRS,h,2.0NRT,254.87,5.27,N
42.48466,-121.84067,295.15,0.66,0.73,2025-01-18,1117,N,VIIRS,n,2.0NRT,264.7,1.46,N
45.9986,-123.3536,310.25,0.44,0.62,2025-01-18,1117,N,VIIRS,n,2.0NRT,270.18,1.18,N
45.9992,-123.35278,307.99,0.44,0.62,2025-01-18,1117,N,VIIRS,n,2.0NRT,269.87,1.01,N
46.30849,-122.96272,295.95,0.45,0.63,2025-01-18,1117,N,VIIRS,n,2.0NRT,269.92,0.46,N
47.46963,-122.05029,296.25,0.45,0.63,2025-01-18,1117,N,VIIRS,n,2.0NRT,265.36,0.76,N
19.38698,-155.3143,309.06,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,278.91,2.25,N
19.38759,-155.31418,309.66,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,278.89,1.69,N
19.39067,-155.30109,300.48,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,282.86,2.7,N
19.39119,-155.30103,304.06,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,282.71,4.46,N
19.39188,-155.30714,295.72,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.7,3.82,N
19.39312,-155.27637,295.6,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283.35,5.55,N
19.39376,-155.28236,299.66,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283.81,5.55,N
19.39415,-155.28236,295.56,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283.7,1.4,N
19.39439,-155.28831,304.7,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283.91,20.58,N
19.39482,-155.2883,305.03,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,284,1.4,N
19.39502,-155.29422,305.44,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283.05,20.58,N
19.39549,-155.2942,309.13,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283,4.46,N
19.39565,-155.30026,349.99,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.6,9.74,N
19.39617,-155.3002,354.77,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.51,4.46,N
19.39631,-155.3064,331.24,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.09,9.74,N
19.39686,-155.30632,332.56,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,278.72,3.82,N
19.39812,-155.27574,300.76,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283.36,5.55,N
19.39847,-155.2758,301.61,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,284.14,23.17,N
19.39877,-155.2818,328.73,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,285.05,5.55,N
19.39916,-155.28183,337.85,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,285.71,751.34,N
19.3994,-155.28775,356.23,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,289.97,20.58,N
19.39983,-155.28777,348.96,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,292.92,751.34,N
19.40001,-155.29356,355.19,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,284.21,20.58,N
19.40049,-155.29353,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,283.92,88.47,N
19.40064,-155.29945,355.16,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.8,9.74,N
19.40115,-155.29942,353.79,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.73,88.47,N
19.40129,-155.30556,349.56,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,278.58,9.74,N
19.40185,-155.3055,349.71,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,278.7,7.13,N
19.40195,-155.3118,317.61,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,277.91,2.48,N
19.40249,-155.26918,299.95,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,284.44,2.48,N
19.40255,-155.31171,321.66,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,278.36,7.13,N
19.40262,-155.31808,303.45,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.16,2.48,N
19.40279,-155.26927,300.6,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,284.41,23.17,N
19.40314,-155.27531,349.91,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,298.61,204.87,N
19.40326,-155.31796,304.63,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,280.87,1.11,N
19.40348,-155.27534,353.86,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,299.53,23.17,N
19.40378,-155.28131,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,348.99,204.87,N
19.40417,-155.28136,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,353.05,751.34,N
19.40502,-155.29289,356.06,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,296.44,861.1,N
19.40549,-155.29288,356.58,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,292.56,88.47,N
19.40563,-155.29866,334.76,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.18,10.46,N
19.40614,-155.29861,338.03,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.26,88.47,N
19.40628,-155.30475,354.55,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.03,10.46,N
19.40683,-155.3047,353.71,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.2,7.13,N
19.40694,-155.31097,324.47,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,279.97,3.4,N
19.40749,-155.26866,303.28,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,285.65,2.48,N
19.40754,-155.31091,319.89,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,280.29,7.13,N
19.40761,-155.31723,301.78,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,280.6,3.4,N
19.40779,-155.26872,304.87,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,287.22,31.4,N
19.40814,-155.27469,354.21,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,308.16,204.87,N
19.40825,-155.31715,295.99,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.06,1.11,N
19.40848,-155.27475,354.34,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,309.16,31.4,N
19.40878,-155.28065,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,347.13,204.87,N
19.40916,-155.28067,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,352.34,225.72,N
19.4094,-155.28645,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,360.99,861.1,N
19.40982,-155.28645,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,353.3,225.72,N
19.41,-155.29208,354.34,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,288.64,861.1,N
19.41047,-155.29207,345.17,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,287,8.14,N
19.41062,-155.29785,355.08,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.6,10.46,N
19.41112,-155.29782,353.85,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.41,8.14,N
19.41127,-155.30396,325.07,0.63,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,280.88,10.46,N
19.41182,-155.30391,318.6,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,281.13,3.96,N
19.41249,-155.26808,309.78,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,292.45,5.27,N
19.41279,-155.26817,312.17,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,293.34,31.4,N
19.41314,-155.27405,348.59,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,313.51,33.72,N
19.41348,-155.27412,345.96,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,313.09,31.4,N
19.41377,-155.27992,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,306.45,33.72,N
19.41415,-155.27997,367,0.62,0.54,2025-01-18,1123,N,VIIRS,h,2.0NRT,306.42,225.72,N
19.41437,-155.28557,344.83,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,293.65,6.13,N
19.41479,-155.28557,338.55,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,292.13,225.72,N
19.41498,-155.29117,305.72,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,284.57,6.13,N
19.41543,-155.29115,302.26,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,284.25,8.14,N
19.4156,-155.29697,297.97,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,282.23,1.44,N
19.4161,-155.29695,295.19,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,282.34,8.14,N
19.41813,-155.27342,314.48,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,286.98,33.72,N
19.41876,-155.27927,341.13,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,289.06,33.72,N
19.41934,-155.28461,299.42,0.62,0.54,2025-01-18,1123,N,VIIRS,n,2.0NRT,283.92,6.13,N
5.00034,-61.28555,346.81,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,304.94,9.5,D
5.00082,-61.59371,335.61,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,307.08,2.06,D
5.00135,-61.59025,335.35,0.39,0.36,2025-01-18,1726,N,VIIRS,l,2.0NRT,305.89,2.21,D
5.00413,-61.59422,349.18,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,307.63,11.03,D
5.00466,-61.59075,340.07,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,305.65,4.36,D
5.00718,-60.46072,339.23,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,303.64,3.75,D
5.00903,-61.58433,336.38,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,305.91,2.65,D
5.01182,-61.58829,341.24,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,308.64,3.69,D
5.01288,-61.58138,344.3,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,304.79,6.2,D
5.0571,-61.29128,339.58,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,304.8,2.93,D
5.07427,-61.79723,341.62,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,305.72,5.97,D
5.10122,-61.51345,331.85,0.38,0.36,2025-01-18,1726,N,VIIRS,l,2.0NRT,304.78,1.58,D
5.10352,-61.03014,336.76,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,303.1,1.68,D
5.10429,-61.33727,332.32,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,301.19,4.12,D
5.10446,-61.51124,339.87,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,306.04,2.84,D
5.1076,-61.33777,353.78,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,303.42,4.12,D
5.10813,-61.33432,334.45,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,301.22,4.12,D
5.11039,-61.34172,331.19,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.44,1.2,D
5.11114,-52.62639,336.7,0.34,0.56,2025-01-18,1726,N,VIIRS,n,2.0NRT,296.46,1.49,D
5.11475,-61.33532,347.04,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,306.04,17.54,D
5.11529,-52.62765,331.51,0.34,0.56,2025-01-18,1726,N,VIIRS,n,2.0NRT,296.96,4.43,D
5.12025,-61.89673,331.52,0.39,0.36,2025-01-18,1726,N,VIIRS,l,2.0NRT,303.41,2.45,D
5.12605,-61.36967,332.73,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,301.46,2.97,D
5.17419,-61.91923,330.84,0.39,0.36,2025-01-18,1726,N,VIIRS,l,2.0NRT,303.89,1.77,D
5.18125,-61.89537,340.83,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,304.06,6.48,D
5.18586,-54.30106,340.43,0.52,0.5,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.09,9.03,D
5.18592,-61.19874,336.76,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,300.98,2.12,D
5.18665,-54.30271,341.72,0.52,0.5,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.68,4.88,D
5.18919,-54.31102,331.1,0.52,0.5,2025-01-18,1726,N,VIIRS,n,2.0NRT,295.99,3.4,D
5.19575,-61.40142,336.41,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,306.26,2.19,D
5.20542,-54.27135,340.35,0.53,0.5,2025-01-18,1726,N,VIIRS,n,2.0NRT,298.47,7.75,D
5.20901,-54.27027,342.51,0.53,0.5,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.5,6.67,D
5.21981,-61.86565,335.16,0.39,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,304.09,2,D
5.27185,-61.12365,336.71,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,305.2,10.43,D
5.33964,-61.63264,334.83,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,301.86,2.79,D
5.34126,-54.12288,330.98,0.54,0.51,2025-01-18,1726,N,VIIRS,n,2.0NRT,296.73,3.13,D
5.35685,-61.27498,336.72,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,306.14,4.08,D
5.35964,-61.27894,334.08,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,302.21,4.08,D
5.36724,-62.68116,335.53,0.4,0.37,2025-01-18,1726,N,VIIRS,n,2.0NRT,305.83,4.66,D
5.3749,-53.03771,367,0.32,0.55,2025-01-18,1726,N,VIIRS,h,2.0NRT,301.93,12.98,D
5.37606,-53.03861,352.15,0.32,0.55,2025-01-18,1726,N,VIIRS,n,2.0NRT,302.45,7.93,D
5.37649,-53.03563,357.48,0.32,0.55,2025-01-18,1726,N,VIIRS,n,2.0NRT,298.93,7.93,D
5.37998,-53.03831,367,0.32,0.55,2025-01-18,1726,N,VIIRS,h,2.0NRT,302.52,11.64,D
5.38039,-53.03532,328.42,0.32,0.55,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.57,8.52,D
5.38113,-53.03917,344.19,0.32,0.55,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.09,7.93,D
5.38157,-53.0362,333.15,0.32,0.55,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.95,7.93,D
5.49801,-60.07487,336.57,0.4,0.37,2025-01-18,1726,N,VIIRS,n,2.0NRT,297.96,2.54,D
5.52787,-53.93731,340.94,0.56,0.51,2025-01-18,1726,N,VIIRS,n,2.0NRT,296.9,8.01,D
5.53351,-54.13236,349.31,0.54,0.51,2025-01-18,1726,N,VIIRS,n,2.0NRT,298.85,13.61,D
5.53523,-54.13122,341.89,0.54,0.51,2025-01-18,1726,N,VIIRS,n,2.0NRT,299.25,16.07,D
5.53821,-54.13301,337.64,0.54,0.51,2025-01-18,1726,N,VIIRS,n,2.0NRT,296.74,7.33,D
5.56528,-61.37166,330.08,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,301.26,2.27,D
5.64765,-61.40885,332.91,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,302.07,3.36,D
5.64886,-61.42315,335.84,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,300.64,5.04,D
5.65043,-61.4128,332.69,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,298.48,2.92,D
5.65096,-61.40935,335.84,0.38,0.36,2025-01-18,1726,N,VIIRS,n,2.0NRT,302.49,3.36,D
5.65166,-58.39458,337.84,0.45,0.39,2025-01-18,1726,N,VIIRS,n,2.0NRT,299.58,2.64,D
5.65525,-58.39508,345.3,0.45,0.39,2025-01-18,1726,N,VIIRS,n,2.0NRT,302.03,12.37,D
